"","X.4","X.3","X.2","X.1","X","SampleNo","NACount","NAcountno2","row","PlateNo","WellNo","SampleNo.1","match","Year","Month","Day","State","nearestCity","countryCode","Pop","Lat","Long","BoxID","latitude","longitude","flyway","flyway2","Genetic_Group","Genetic_Group2","yearSampled","monthSampled","daySampled","julianDaySampled","Transmitter","bandNumber","bandmatch","generalSampleType","newOrRecap","observerName","aliveOrDead","nestlingAge","laydateForAnalysis","howLaydateEstimated","sexBird","phaseFAC","stateProv","hallux","tarsus","tail","wing","fatScore","billDepth","culmen","mass","subterminal","cropScore","CG10_top1","CG11_phlpp1","CG12_peak1","CG13_szt2","CG14_cry1","CG15_cpne4","CG2_clock","CG3_nacc2","CG4_cpne4","CG5_scn5a","CG6_lmbr1","CG7_htr2c","CG8_npas2","CG9_npas2","lfmm1","lfmm10","lfmm12","lfmm13","lfmm14","lfmm15","lfmm2","lfmm3","lfmm4","lfmm5","lfmm6","lfmm7","lfmm8","lfmm9","lfmm11","CG1_mybbp1a","D1_80perc","D2__80perc","D3__80perc","D4__80perc","wc2.0_bio_30s_14","wc2.0_bio_30s_13","wc2.0_bio_30s_04","Latcat1","amke_CG10_top1_A","amke_CG11_phlpp1_C","amke_CG12_peak1_T","amke_CG13_szt2_A","amke_CG14_cry1_C","amke_CG15_cpne4_A","amke_CG2_clock_C","amke_CG3_nacc2_G","amke_CG4_cpne4_C","amke_CG5_scn5a_C","amke_CG6_lmbr1_C","amke_CG7_htr2c_T","amke_CG8_npas2_T","amke_CG9_npas2_T","amke_lfmm1_G","amke_lfmm10_A","amke_lfmm12_C","amke_lfmm13_T","amke_lfmm14_G","amke_lfmm15_T","amke_lfmm2_A","amke_lfmm3_T","amke_lfmm4_G","amke_lfmm5_G","amke_lfmm6_A","amke_lfmm7_A","amke_lfmm8_T","amke_lfmm9_T","amke_lfmm11","amke_CG1_mybbp1a_G","D1","D2","D3","D4"
"1417",1417,1417,1417,975,975,"18N00355",0,0,157,"AMKE_B1","F3","18N00355",FALSE,2018,"MAY",30,"WA","Yakima","USA",193,46.61222,-120.0056,"WA09",46.61222,-120.0056,"west","west","west","west",2018,"MAY",30,150,0,"189307050",FALSE,"Feathers","New","Aislinn Johns","Live",NA,126,"back-calculated","Female","Breeding","WA","9.26","35.8","124","197","1","9.38","12.67","130",NA,"0",0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,1,1,0,2,0,0,1,0,1,2,1,-1.412562159,-0.152192205,1.633642637,-0.045264475,6,38,827.2773938,"(43.7,67.6]",0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,1,1,0,2,0,0,1,0,1,2,1,-1.41784815078279,-0.776665723177649,-0.0678177219274263,-0.714704450622825
"1418",1418,1418,1418,976,976,"18N00339",0,0,164,"AMKE_B1","F10","18N00339",FALSE,2018,"JUN",1,"WA","Yakima","USA",193,46.61222,-120.0056,"WA09",46.61222,-120.0056,"west","west","west","west",2018,"JUN",1,152,0,"189307034",FALSE,"Feathers","New","Kathleen Callery","Live",NA,126,"back-calculated","Male","Breeding","WA","9.3","37.12","125","193","1","9.54","12.11","109","26","1",0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,2,2,1,1,1,0.137030595,0.314791738,-0.263152425,0.495260837,6,38,827.2773938,"(43.7,67.6]",0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,2,2,1,1,1,-0.487538890838364,0.651544506878273,-0.269249907305219,1.19054280934927
"1419",1419,1419,1419,977,977,"18N00319",2,2,272,"AMKE_B2","G12","18N00319",FALSE,2018,"JUN",27,"WA","Yakima","USA",193,46.61222,-120.0056,"WA09",46.61222,-120.0056,"west","west","west","west",2018,"JUN",27,178,0,"189307013",FALSE,"Feathers","New","Aislinn Johns","Live",NA,126,"back-calculated","Female","Nestling","WA","7.21","34.28","34","92","1","8.62","10.82","126.4",NA,"0",0,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,2,2,2,2,-0.348772618,-0.54707289,-0.120384823,0.214143059,6,38,827.2773938,"(43.7,67.6]",0,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,2,2,2,2,-0.748639309027084,-0.569326008531115,0.92793517601507,0.0236699884106137
"1420",1420,1420,1420,968,968,"18N00295",0,0,158,"AMKE_B1","F4","18N00295",FALSE,2018,"MAY",10,"WA","Yakima","USA",193,46.61457,-120.02219,"WA12",46.61457,-120.02219,"west","west","west","west",2018,"MAY",10,130,0,"183359532",FALSE,"Feathers","New","Jason Winiarski","Live",NA,120,"first instance of egg","Male","Breeding","WA","9.75","35.76","124","191","0","9.39","12.54","113.8","30","0",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0.059109482,0.265517956,0.268200642,1.11587647,7,41,818.0782863,"(43.7,67.6]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,-0.466876202019774,-0.314440218802362,1.07566329869493,0.911634519607876
"1421",1421,1421,1421,969,969,"18N00292",0,0,156,"AMKE_B1","F2","18N00292",FALSE,2018,"MAY",9,"WA","Yakima","USA",193,46.61457,-120.02219,"WA12",46.61457,-120.02219,"west","west","west","west",2018,"MAY",9,129,0,"183359529",FALSE,"Feathers","New","Aislinn Johns","Live",NA,120,"first instance of egg","Female","Breeding","WA","10.26","35.61","121","194","1","8.68","11.99","119.5",NA,"0",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,2,0,0,1,0,2,2,0,1,2,0,-0.467949033,-0.910929606,1.82222796,1.177331586,7,41,818.0782863,"(43.7,67.6]",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,2,0,0,1,0,2,2,0,1,2,0,-0.914497255249037,-0.416409541933738,0.663047002922229,-0.0598446941328745
"1422",1422,1422,1422,970,970,"18N00321",3,3,278,"AMKE_B2","H6","18N00321",FALSE,2018,"JUN",27,"WA","Yakima","USA",193,46.61457,-120.02219,"WA12",46.61457,-120.02219,"west","west","west","west",2018,"JUN",27,178,0,"189307015",FALSE,"Feathers","New","Aislinn Johns","Live",NA,120,"first instance of egg","Male","Nestling","WA","8.48","34.43","60","122","1","8.06","11.23","108.8","22","0",0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,2,1,1,2,1,1,1,0,-0.46942626,-1.672215672,0.004264861,1.598905568,7,41,818.0782863,"(43.7,67.6]",0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,2,1,1,2,1,1,1,0,-0.730983494959516,-1.02138760776913,0.793229831304287,0.456481122861039
"1423",1423,1423,1423,973,973,"18N00297",0,0,159,"AMKE_B1","F5","18N00297",FALSE,2018,"MAY",10,"WA","Yakima","USA",193,46.61581,-120.00933,"WA10",46.61581,-120.00933,"west","west","west","west",2018,"MAY",10,130,0,"183359534",FALSE,"Feathers","New","Jason Winiarski","Live",NA,93,"first instance of egg","Female","Breeding","WA","10.3","35.21","110","189","1","9.28","11.92","131",NA,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,1,2,0,1,0,0,2,0,-1.209903055,1.073243384,0.364358395,-0.820941136,7,39,822.5997074,"(43.7,67.6]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,1,2,0,1,0,0,2,0,-1.19907211728796,0.586129380031659,1.0879764985094,0.603582595819186
"1424",1424,1424,1424,974,974,"18N00354",3,3,277,"AMKE_B2","H5","18N00354",FALSE,2018,"MAY",30,"WA","Yakima","USA",193,46.61581,-120.00933,"WA10",46.61581,-120.00933,"west","west","west","west",2018,"MAY",30,150,0,"189307049",FALSE,"Feathers","New","Aislinn Johns","Live",NA,93,"first instance of egg","Unknown","Nestling","WA","6.31","33.25","12","62","0","8.87","9.25","100",NA,"0",0,NA,NA,NA,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,-0.300301852,-0.42594934,0.302554736,-1.110546867,7,39,822.5997074,"(43.7,67.6]",0,NA,NA,NA,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,-0.727926751183019,0.0684157042673068,0.956688459304669,-0.310964068261808
"1425",1425,1425,1425,971,971,"18N00290",0,0,155,"AMKE_B1","F1","18N00290",FALSE,2018,"MAY",9,"WA","Yakima","USA",193,46.619284,-120.01493,"WA11",46.619284,-120.01493,"west","west","west","west",2018,"MAY",9,129,0,"183359527",FALSE,"Feathers","New","Aislinn Johns","Live",NA,110,"first instance of egg","Male","Breeding","WA","9.61","37.7","129","196","1",NA,"12.56","112.4","27","0",0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,2,0,2,1,0,1,1,1,1,0,-0.425502603,-0.126798179,1.290878683,1.40434914,7,41,822.2884736,"(43.7,67.6]",0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,2,0,2,1,0,1,1,1,1,0,-0.810919860855929,-1.25986727961095,0.699261096422205,0.304475521057148
"1426",1426,1426,1426,972,972,"18N00291",0,0,166,"AMKE_B1","F12","18N00291",FALSE,2018,"MAY",9,"WA","Yakima","USA",193,46.619284,-120.01493,"WA11",46.619284,-120.01493,"west","west","west","west",2018,"MAY",9,129,0,"183359528",FALSE,"Feathers","New","Jason Winiarski","Live",NA,110,"first instance of egg","Female","Breeding","WA","10.07","36.06","130","201","1","9.51","12.7","152.3",NA,"0",0,0,1,0,0,1,1,0,0,1,0,1,0,2,0,2,2,2,0,2,1,0,0,0,0,2,0,1,0,0,0.140925686,1.534439638,1.43371648,-1.49572943,7,41,822.2884736,"(43.7,67.6]",0,0,1,0,0,1,1,0,0,1,0,1,0,2,0,2,2,2,0,2,1,0,0,0,0,2,0,1,0,0,-0.289545709577984,0.871212586719915,0.368545230367362,-0.640626166318159
"1427",1427,1427,1427,955,955,"18N00352",0,0,161,"AMKE_B1","F7","18N00352",FALSE,2018,"MAY",30,"WA","Yakima","USA",193,46.62253,-120.13549,"WA16",46.62253,-120.13549,"west","west","west","west",2018,"MAY",30,150,0,"189307047",FALSE,"Feathers","New","Kathleen Callery","Live",NA,130,"first instance of egg","Male","Breeding","WA","9.63","37.03","121","192","1","9.27","12.74","111","26","0",0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,2,1,0,2,1,2,0,-1.030083302,0.09153968,1.808740699,-0.15249255,7,42,818.0043232,"(43.7,67.6]",0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,2,1,0,2,1,2,0,-1.04245418269024,1.13404047275551,0.352105146892239,-0.614044033434428
"1428",1428,1428,1428,956,956,"18N00344",0,0,163,"AMKE_B1","F9","18N00344",FALSE,2018,"MAY",31,"WA","Yakima","USA",193,46.62253,-120.13549,"WA16",46.62253,-120.13549,"west","west","west","west",2018,"MAY",31,151,0,"189307039",FALSE,"Feathers","New","Kathleen Callery","Live",NA,130,"first instance of egg","Female","Breeding","WA","10.75","38.16","126","190","1","10.9","13.55","133",NA,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,1,2,1,1,0,2,0,1,2,0,0,0,-0.022761971,1.19759476,0.50965098,0.73628645,7,42,818.0043232,"(43.7,67.6]",0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,1,2,1,1,0,2,0,1,2,0,0,0,-0.446163644175709,0.323301493996059,1.10441658198453,0.577000462935455
"1429",1429,1429,1429,957,957,"18N00324",2,2,273,"AMKE_B2","H1","18N00324",FALSE,2018,"JUN",27,"WA","Yakima","USA",193,46.62253,-120.13549,"WA16",46.62253,-120.13549,"west","west","west","west",2018,"JUN",27,178,0,"189307018",FALSE,"Feathers","New","Jason Winiarski","Live",NA,130,"first instance of egg","Female","Nestling","WA","7.62","34.67","23","78","1","8.76",NA,"127.7",NA,"1",0,NA,NA,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,2,0,0,2,1,2,0,-0.71433164,1.192509018,1.44968857,0.895526564,7,42,818.0043232,"(43.7,67.6]",0,NA,NA,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,2,0,0,2,1,2,0,-0.710270937115451,-0.383645894970709,0.821983114593885,0.121847066188618
"1430",1430,1430,1430,951,951,"18N00351",0,0,162,"AMKE_B1","F8","18N00351",FALSE,2018,"MAY",30,"WA","Yakima","USA",193,46.62437,-120.14407,"WA17",46.62437,-120.14407,"west","west","west","west",2018,"MAY",30,150,0,"189307046",FALSE,"Feathers","New","Kathleen Callery","Live",NA,124,"first instance of egg","Female","Breeding","WA","10.44","38.79","121","202","1","9","12.55","133",NA,"1",1,1,1,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,1,0,1,0,2,2,2,1,2,0,0.817623972,-1.521808915,-0.179712002,1.48257256,7,42,816.553528,"(43.7,67.6]",1,1,1,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,1,0,1,0,2,2,2,1,2,0,-0.182301339980848,-1.31697914076776,0.650733803107752,0.248207229655815
"1431",1431,1431,1431,952,952,"18N00333",2,2,269,"AMKE_B2","G9","18N00333",FALSE,2018,"JUN",27,"WA","Yakima","USA",193,46.62437,-120.14407,"WA17",46.62437,-120.14407,"west","west","west","west",2018,"JUN",27,178,0,"189307027",FALSE,"Feathers","New","Aislinn Johns","Live",NA,124,"first instance of egg","Female","Nestling","WA","8.04","35.71","37","101","0","8.46","10.52","130.9",NA,"0",1,NA,NA,1,0,0,1,0,0,0,0,2,0,0,2,2,1,0,0,1,2,0,1,0,2,2,2,2,2,0,0.71294216,-1.872187188,0.876162026,0.032315392,7,42,816.553528,"(43.7,67.6]",1,NA,NA,1,0,0,1,0,0,0,0,2,0,0,2,2,1,0,0,1,2,0,1,0,2,2,2,2,2,0,-0.0816524162403691,-0.440757756127521,0.773455821279433,0.0655787747872857
"1432",1432,1432,1432,949,949,"18N00347",2,2,276,"AMKE_B2","H4","18N00347",FALSE,2018,"MAY",31,"WA","Yakima","USA",193,46.6255,-120.15101,"WA18",46.6255,-120.15101,"west","west","west","west",2018,"MAY",31,151,0,"189307042",FALSE,"Feathers","New","Aislinn Johns","Live",NA,85,"back-calculated","Female","Nestling","WA","8.51","35.91","76","141","2","10.03","12.45","135",NA,"0",0,NA,NA,0,0,1,0,0,0,0,1,0,1,0,2,1,1,2,1,1,0,0,1,2,2,0,0,0,0,0,-0.392986903,-1.114877104,-0.916472563,0.369573394,7,41,820.3421097,"(43.7,67.6]",0,NA,NA,0,0,1,0,0,0,0,1,0,1,0,2,1,1,2,1,1,0,0,1,2,2,0,0,0,0,0,-0.748639309027084,-0.569326008531115,0.92793517601507,0.0236699884106137
"1433",1433,1433,1433,944,944,"18N00293",2,2,226,"AMKE_B2","D2","18N00293",FALSE,2018,"MAY",10,"WA","Yakima","USA",193,46.62906,-120.1662,"WA20",46.62906,-120.1662,"west","west","west","west",2018,"MAY",10,130,0,"183359530",FALSE,"Feathers","New","Jason Winiarski","Live",NA,99,"back-calculated","Female","Breeding","WA","10.08","36.48","129","193","1","9.38","11.96","126",NA,"0",0,NA,NA,1,1,0,0,0,0,2,2,0,2,0,1,0,1,0,2,1,1,1,0,0,2,1,2,0,0,1,-0.228370137,-2.106344724,-0.874408659,0.200756399,6,40,822.579437,"(43.7,67.6]",0,NA,NA,1,1,0,0,0,0,2,2,0,2,0,1,0,1,0,2,1,1,1,0,0,2,1,2,0,0,1,-0.550711075631924,2.09307816314017,-1.02213157316166,-2.3715698195672
"1434",1434,1434,1434,945,945,"18N00342",2,2,275,"AMKE_B2","H3","18N00342",FALSE,2018,"JUN",1,"WA","Yakima","USA",193,46.62906,-120.1662,"WA20",46.62906,-120.1662,"west","west","west","west",2018,"JUN",1,152,0,"189307037",FALSE,"Feathers","New","Aislinn Johns","Live",NA,99,"back-calculated","Unknown","Nestling","WA","6.87","29.68","6","49","0","7.65","8.95","90",NA,"0",0,NA,NA,1,1,0,0,0,0,2,1,2,1,0,2,0,1,1,2,0,1,2,1,1,2,0,2,0,0,2,-0.119328558,-2.074751017,-1.274729229,-0.422760205,6,40,822.579437,"(43.7,67.6]",0,NA,NA,1,1,0,0,0,0,2,1,2,1,0,2,0,1,1,2,0,1,2,1,1,2,0,2,0,0,2,-0.468595039056132,0.590476925298979,-1.55270902676265,-0.791229797257844
"1435",1435,1435,1435,953,953,"18N00353",0,0,160,"AMKE_B1","F6","18N00353",FALSE,2018,"MAY",30,"WA","Yakima","USA",193,46.62934,-120.14146,"WA19",46.62934,-120.14146,"west","west","west","west",2018,"MAY",30,150,0,"189307048",FALSE,"Feathers","New","Aislinn Johns","Live",NA,126,"first instance of egg","Female","Breeding","WA","10.61","36.13","126","198","0","9.52","12.35","135",NA,"0",0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,2,1,2,0,2,0,0,1,0,1,2,1,-1.097037816,1.173619465,0.927327875,-0.389661647,7,42,815.2462936,"(43.7,67.6]",0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,2,1,2,0,2,0,0,1,0,1,2,1,-1.04546105744126,1.64796359919813,-1.12751340381869,0.0976753907573869
"1436",1436,1436,1436,954,954,"18N00335",2,2,274,"AMKE_B2","H2","18N00335",FALSE,2018,"JUN",27,"WA","Yakima","USA",193,46.62934,-120.14146,"WA19",46.62934,-120.14146,"west","west","west","west",2018,"JUN",27,178,0,"189307029",FALSE,"Feathers","New","Jason Winiarski","Live",NA,126,"first instance of egg","Female","Nestling","WA","7.94","37.32","36","100","0","8.72","10.81","143",NA,"0",0,NA,NA,0,0,0,0,1,0,1,0,1,0,1,0,1,2,1,1,2,2,1,0,0,0,0,0,1,2,1,-0.679406312,1.653767821,1.436595353,-0.278765916,7,42,815.2462936,"(43.7,67.6]",0,NA,NA,0,0,0,0,1,0,1,0,1,0,1,0,1,2,1,1,2,2,1,0,0,0,0,0,1,2,1,-0.556659877268747,0.678188324195765,-1.39350678773421,-0.384060138873182
"1437",1437,1437,1437,989,989,"17N02331",0,0,891,"JAN2019_UCLACLIPS","D9","17N02331",FALSE,2017,"AUG",9,"WA",NA,"USA",194,47.5982,-119.834,NA,47.5982,-119.834,"west","west","west","west",2017,"AUG",9,221,0,"178347752",FALSE,"Feathers","New","Jim Watson","Live",NA,NA,NA,"Female","Breeding","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,2,1,2,0,-1.766731226,-0.636075404,0.354094758,0.762793133,9,41,912.1414884,"(43.7,67.6]",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,2,1,2,0,-1.48523083174276,0.547746970240262,-2.21899788814177,1.59704465989204
"1438",1438,1438,1438,372,372,"18N00551",0,0,188,"AMKE_B1","H10","18N00551",FALSE,2018,"MAY",15,"WI","Morrisonville","USA",195,43.1657,-89.2147,NA,43.1657,-89.2147,"east","central","east","east",2018,"MAY",15,135,0,"183350818",FALSE,"Feathers","New","Janet Eschenbauch","Live",NA,NA,NA,"Female","Breeding","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,1,2,2,0,2,0,0,1,0,0,0,1,1,2,0,2,0,1,0,1,1.434115744,0.032789774,-0.433384824,-1.017080406,30,103,1106.431864,"(41.8,43.7]",1,0,1,0,0,0,1,0,0,0,1,2,2,0,2,0,0,1,0,0,0,1,1,2,0,2,0,1,0,1,0.133448753375404,-0.247027903047314,1.14707396683392,0.594419618446029
"1439",1439,1439,1439,373,373,"17N02596",0,0,1271,"1","H2","17N02596",FALSE,2017,"JUN",7,"WI","Dane","USA",195,43.1657,-89.2147,NA,43.1657,-89.2147,"east","central","east","east",2017,"JUN",7,158,0,"183350650",FALSE,"Feathers","New","Janet Eschenbauch","Live",15,103,"Based on nestling age","Female","Nestling","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,2,2,2,0,0,0,0,1,2,1,2,0,1.376294948,0.2735363,0.4154242,-1.487359046,30,103,1106.431864,"(41.8,43.7]",2,0,1,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,2,2,2,0,0,0,0,1,2,1,2,0,0.788714755834969,0.661566636793353,1.14243038297759,0.0320737006320939
"1440",1440,1440,1440,374,374,"18N00659",1,0,300,"AMKE_B3","B6","18N00659",FALSE,2018,"JUN",15,"WI","Morrisonville","USA",195,43.1657,-89.2147,NA,43.1657,-89.2147,"east","central","east","east",2018,"JUN",15,166,0,"183350839",FALSE,"Feathers","New","Janet Eschenbauch","Live",17,109,"Based on nestling age","Male","Nestling","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,0,0,0,1,1,2,2,1,0,1,2,0,1,0,0,2,1,0,2,1,1,0,NA,0.114141336,1.109976981,-0.926199494,0.707198848,30,103,1106.431864,"(41.8,43.7]",0,0,1,1,1,0,0,0,0,0,1,1,2,2,1,0,1,2,0,1,0,0,2,1,0,2,1,1,0,NA,-0.434277948367298,0.203205482684067,-0.255352373519154,1.53958954827913
"1441",1441,1441,1441,360,360,"18N00550",0,0,181,"AMKE_B1","H3","18N00550",FALSE,2018,"MAY",15,"WI","Dane","USA",195,43.1724,-89.254,NA,43.1724,-89.254,"east","central","east","east",2018,"MAY",15,135,0,"183350817",FALSE,"Feathers","New","Janet Eschenbauch","Live",NA,NA,NA,"Female","Breeding","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,1,2,2,1,1,0,0,2,1,0,1,2,0,-1.157227903,-0.101644107,-0.735948128,0.621470947,30,103,1107.640817,"(41.8,43.7]",0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,1,2,2,1,1,0,0,2,1,0,1,2,0,-1.30891877436305,2.2305879266386,1.73927339678892,-1.24679902895808
"1442",1442,1442,1442,361,361,"16N1828",0,0,1298,"4","B4","16N1828",FALSE,2016,"JUN",12,"WI","Plainfield","USA",195,43.1724,-89.254,NA,43.1724,-89.254,"east","central","east","east",2016,"JUN",12,163,0,"183334725",FALSE,"Feathers","New","Janet Eschenbauch","Live",16,107,"Based on nestling age","Female","Nestling","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,2,0,1,2,0,0,2,1,2,0,1.335230164,0.582270717,0.558601156,-0.25919572,30,103,1107.640817,"(41.8,43.7]",2,0,2,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,2,0,1,2,0,0,2,1,2,0,1.51732195698998,0.407221922570253,1.15833983762624,0.0063495467238692
"1443",1443,1443,1443,371,371,"18N00560",0,0,173,"AMKE_B1","G7","18N00560",FALSE,2018,"JUN",15,"WI","Arlington","USA",195,43.182,-89.2148,NA,43.182,-89.2148,"east","central","east","east",2018,"JUN",15,166,0,"183350835",FALSE,"Feathers","New","Janet Eschenbauch","Live",NA,NA,NA,"Female","Breeding","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,1,2,1,0,2,0,1,1,0,2,0,2,1,0,0,-1.125658804,0.476577631,-0.557084439,-1.113517408,30,104,1104.814098,"(41.8,43.7]",0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,1,2,1,0,2,0,1,1,0,2,0,2,1,0,0,-1.2374404891996,0.400449266471254,1.19392855993059,0.505405518041182
"1444",1444,1444,1444,368,368,"17N02595",0,0,1270,"1","H1","17N02595",FALSE,2017,"JUN",7,"WI","Columbia","USA",195,43.1915,-89.2225,NA,43.1915,-89.2225,"east","central","east","east",2017,"JUN",7,158,0,"183350640",FALSE,"Feathers","New","Janet Eschenbauch","Live",22,96,"Based on nestling age","Male","Nestling","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,1,0,0,1,0,1,0,2,0,1,0,1,0,2,1,1,1,1,2,2,0,2,2,2,2,0,1.094444793,1.606537194,-0.59160877,-0.447705344,30,104,1102.111268,"(41.8,43.7]",2,0,2,0,1,0,0,1,0,1,0,2,0,1,0,1,0,2,1,1,1,1,2,2,0,2,2,2,2,0,1.74948065003663,1.41011606707328,-2.64280904308016,0.822155114544261
"1445",1445,1445,1445,369,369,"18N00658",1,0,293,"AMKE_B3","A11","18N00658",FALSE,2018,"JUN",15,"WI","Arlington","USA",195,43.1915,-89.2225,NA,43.1915,-89.2225,"east","central","east","east",2018,"JUN",15,166,0,"183350834",FALSE,"Feathers","New","Janet Eschenbauch","Live",17,109,"Based on nestling age","Male","Nestling","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,NA,-1.82697943,-0.078467715,-0.49957735,-0.545484839,30,104,1102.111268,"(41.8,43.7]",0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,NA,-1.54612265087514,0.154625445665692,-0.76804425447425,0.708143021460273
"1446",1446,1446,1446,364,364,"18N00667",1,0,289,"AMKE_B3","A7","18N00667",FALSE,2018,"JUN",23,"WI","Arlington","USA",195,43.1923,-89.2319,NA,43.1923,-89.2319,"east","central","east","east",2018,"JUN",23,174,0,"183350881",FALSE,"Feathers","New","Janet Eschenbauch","Live",27,107,"Based on nestling age","Male","Nestling","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,1,1,1,0,1,1,2,1,0,2,NA,0.133360939,-0.979175683,-0.105191705,1.650712285,30,104,1105.061621,"(41.8,43.7]",0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,1,1,1,0,1,1,2,1,0,2,NA,0.261730999135239,-0.568784933025463,1.09157275334358,0.885910365699652
"1447",1447,1447,1447,365,365,"18N00553",0,0,179,"AMKE_B1","H1","18N00553",FALSE,2018,"MAY",15,"WI","Arlington","USA",195,43.1923,-89.2318,NA,43.1923,-89.2318,"east","central","east","east",2018,"MAY",15,135,0,"183350820",FALSE,"Feathers","New","Janet Eschenbauch","Live",NA,NA,NA,"Female","Breeding","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,2,2,1,0,1,0,0,2,2,1,0,0,2,0,2,2,0,0,0,-0.171174671,1.627879825,-0.697138021,1.152818914,30,104,1105.061621,"(41.8,43.7]",0,0,1,0,0,0,0,1,0,0,0,2,2,1,0,1,0,0,2,2,1,0,0,2,0,2,2,0,0,0,-0.480520828183131,-0.1280545146859,-0.418722635273346,1.7952184684896
